### instance: myTrafic_1_O40_R40.txt
 4   : 7 , 0 , 1 , 0 , 2 , 22, 3 , 1 , 0 , 0 , 0 , 27, 0 , 13, 1 , 0 , 12, 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 3 , 7 , 2 , 16, 2 , 0 , 0 , 0 , 0 , 1 , 4 , 1 
 5   : 11, 0 , 0 , 1 , 7 , 0 , 1 , 5 , 8 , 0 , 0 , 0 , 6 , 0 , 0 , 20, 1 , 0 , 18, 0 , 0 , 4 , 0 , 32, 0 , 24, 0 , 6 , 0 , 1 , 0 , 3 , 11, 3 , 0 , 8 , 0 , 7 , 8 , 0 
 6   : 7 , 4 , 0 , 3 , 5 , 0 , 14, 0 , 0 , 0 , 0 , 27, 22, 0 , 5 , 1 , 6 , 0 , 5 , 0 , 0 , 0 , 10, 0 , 2 , 16, 0 , 0 , 21, 0 , 3 , 2 , 4 , 0 , 6 , 0 , 10, 3 , 0 , 1 
 7   : 0 , 0 , 0 , 9 , 0 , 33, 16, 3 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 4 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 1 , 7 , 0 , 0 , 5 , 6 , 14, 0 , 5 
 8   : 3 , 16, 0 , 1 , 4 , 1 , 5 , 0 , 0 , 23, 0 , 17, 3 , 0 , 10, 17, 0 , 2 , 12, 0 , 1 , 0 , 2 , 16, 0 , 3 , 0 , 0 , 10, 1 , 1 , 0 , 0 , 15, 7 , 1 , 2 , 0 , 4 , 9 
 9   : 9 , 3 , 35, 2 , 1 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 8 , 0 , 4 , 2 , 2 , 0 , 9 , 5 , 2 , 0 , 4 , 0 , 1 , 0 , 0 , 1 , 5 , 1 , 0 , 0 , 7 , 0 , 0 , 1 , 1 , 10, 28, 0 
 10  : 0 , 0 , 1 , 3 , 1 , 0 , 2 , 6 , 5 , 0 , 11, 1 , 4 , 7 , 0 , 0 , 2 , 1 , 2 , 26, 0 , 18, 0 , 0 , 1 , 22, 0 , 0 , 0 , 4 , 6 , 0 , 12, 12, 0 , 0 , 0 , 1 , 0 , 16
 11  : 6 , 19, 0 , 8 , 0 , 6 , 3 , 14, 7 , 0 , 0 , 0 , 32, 0 , 1 , 4 , 0 , 0 , 1 , 0 , 7 , 6 , 1 , 0 , 1 , 0 , 0 , 1 , 22, 8 , 3 , 29, 0 , 13, 11, 18, 0 , 0 , 15, 6 
 12  : 0 , 1 , 0 , 0 , 24, 0 , 2 , 8 , 8 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 12, 0 , 3 , 25, 0 , 0 , 0 , 0 , 0 , 2 , 6 , 0 , 2 , 12, 5 , 0 , 13, 9 , 6 , 11, 7 , 2 , 4 
 13  : 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 17, 4 , 4 , 0 , 0 , 0 , 0 , 3 , 4 , 5 , 0 , 0 , 8 , 0 , 5 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 8 , 0 , 0 , 0 , 0 , 22, 0 , 0 , 0 , 0 
 14  : 6 , 9 , 1 , 1 , 2 , 4 , 31, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 0 , 0 , 23, 30, 0 , 3 , 0 , 1 , 4 , 0 , 0 , 26, 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 
 15  : 3 , 1 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 10, 23, 20, 0 , 9 , 0 , 0 , 14, 29, 8 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 9 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 
 16  : 1 , 27, 1 , 1 , 2 , 3 , 3 , 28, 0 , 0 , 33, 0 , 0 , 0 , 3 , 0 , 0 , 0 , 11, 0 , 0 , 1 , 0 , 1 , 4 , 0 , 0 , 1 , 0 , 0 , 12, 2 , 0 , 0 , 0 , 0 , 22, 0 , 7 , 0 
 17  : 5 , 1 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 17, 15, 0 , 20, 0 , 15, 16, 0 , 2 , 0 , 9 , 13, 3 , 2 , 13, 0 , 0 , 13, 0 , 12, 3 , 0 , 13, 8 
 18  : 3 , 0 , 2 , 0 , 1 , 4 , 0 , 1 , 9 , 14, 0 , 30, 0 , 6 , 15, 4 , 0 , 7 , 5 , 0 , 8 , 0 , 1 , 8 , 0 , 1 , 2 , 7 , 0 , 0 , 0 , 0 , 2 , 7 , 0 , 6 , 0 , 28, 1 , 11
 19  : 17, 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 15, 1 , 2 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 8 , 0 , 28, 8 , 1 , 1 , 10, 23, 6 , 0 , 2 , 21, 0 , 2 , 6 
 20  : 3 , 0 , 0 , 21, 7 , 0 , 3 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 7 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 25, 3 , 31, 0 , 0 , 1 , 5 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 19
 21  : 8 , 4 , 0 , 2 , 2 , 1 , 0 , 5 , 5 , 7 , 1 , 0 , 1 , 0 , 0 , 11, 9 , 0 , 5 , 0 , 1 , 16, 0 , 0 , 6 , 0 , 38, 0 , 0 , 7 , 13, 29, 10, 0 , 12, 0 , 2 , 0 , 2 , 0 
 22  : 1 , 2 , 0 , 4 , 4 , 29, 16, 10, 0 , 0 , 5 , 0 , 16, 1 , 0 , 4 , 4 , 0 , 6 , 0 , 0 , 0 , 25, 0 , 3 , 3 , 1 , 17, 0 , 6 , 0 , 0 , 0 , 1 , 0 , 0 , 7 , 4 , 0 , 0 
 23  : 6 , 2 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 8 , 0 , 5 , 11, 0 , 14, 2 , 0 , 0 , 15, 0 , 0 , 15, 0 , 0 , 0 , 7 , 4 , 22, 8 , 1 , 10, 0 , 0 , 0 , 6 , 14, 8 
 24  : 0 , 10, 12, 6 , 7 , 14, 8 , 0 , 19, 0 , 0 , 0 , 0 , 0 , 9 , 19, 0 , 0 , 0 , 14, 0 , 0 , 2 , 1 , 3 , 0 , 12, 0 , 4 , 0 , 0 , 9 , 6 , 0 , 0 , 15, 0 , 13, 0 , 0 
 25  : 0 , 0 , 0 , 10, 10, 0 , 0 , 0 , 3 , 12, 0 , 0 , 0 , 0 , 20, 4 , 18, 7 , 0 , 0 , 6 , 0 , 4 , 0 , 12, 0 , 1 , 15, 0 , 11, 0 , 0 , 11, 3 , 0 , 0 , 0 , 0 , 1 , 0 
 26  : 11, 4 , 28, 14, 12, 16, 2 , 8 , 5 , 0 , 0 , 0 , 0 , 2 , 6 , 1 , 2 , 0 , 15, 3 , 6 , 15, 21, 29, 4 , 0 , 13, 0 , 0 , 0 , 1 , 1 , 6 , 0 , 19, 0 , 0 , 4 , 4 , 1 
 27  : 5 , 0 , 0 , 0 , 11, 5 , 0 , 0 , 0 , 23, 0 , 0 , 0 , 0 , 12, 0 , 21, 0 , 10, 0 , 1 , 0 , 16, 0 , 9 , 23, 0 , 6 , 3 , 0 , 0 , 8 , 7 , 0 , 0 , 6 , 16, 0 , 28, 0 
 28  : 2 , 0 , 0 , 8 , 8 , 0 , 0 , 19, 2 , 0 , 0 , 16, 0 , 1 , 5 , 10, 0 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 12, 1 , 5 , 1 , 1 , 0 , 0 , 12, 0 , 0 , 0 , 0 
 29  : 0 , 1 , 0 , 1 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 3 , 7 , 0 , 5 , 0 , 0 , 0 , 2 , 22, 0 , 20, 0 , 0 , 0 , 12, 12, 1 , 0 , 0 , 0 , 0 , 0 , 1 , 20, 1 , 3 
 30  : 4 , 14, 3 , 11, 1 , 0 , 0 , 0 , 2 , 14, 0 , 0 , 0 , 35, 0 , 8 , 7 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 9 , 0 , 7 , 4 , 0 , 4 , 7 , 4 , 5 , 0 , 4 , 17, 0 , 2 , 0 
 31  : 0 , 0 , 23, 0 , 0 , 0 , 2 , 0 , 12, 0 , 0 , 14, 8 , 20, 7 , 0 , 0 , 14, 0 , 24, 0 , 0 , 0 , 0 , 2 , 0 , 26, 0 , 1 , 2 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 1 , 1 , 35
 32  : 1 , 16, 1 , 0 , 23, 0 , 0 , 1 , 2 , 0 , 17, 0 , 0 , 16, 0 , 8 , 0 , 0 , 3 , 1 , 0 , 7 , 0 , 0 , 4 , 19, 0 , 1 , 12, 0 , 0 , 5 , 0 , 0 , 14, 0 , 0 , 0 , 18, 0 
 33  : 0 , 0 , 0 , 9 , 7 , 0 , 5 , 0 , 10, 0 , 31, 0 , 13, 6 , 0 , 0 , 9 , 0 , 11, 0 , 24, 0 , 3 , 35, 0 , 0 , 0 , 9 , 9 , 0 , 2 , 4 , 12, 0 , 0 , 0 , 4 , 22, 3 , 10
 34  : 12, 0 , 0 , 0 , 0 , 11, 2 , 21, 31, 0 , 0 , 0 , 0 , 0 , 2 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 13, 0 , 0 , 12, 0 , 5 , 0 , 15, 0 , 1 , 0 , 0 , 0 , 3 , 0 , 0 , 4 , 0 
 35  : 8 , 6 , 13, 0 , 12, 12, 18, 0 , 0 , 11, 0 , 0 , 0 , 10, 0 , 0 , 4 , 9 , 2 , 0 , 9 , 0 , 1 , 0 , 0 , 12, 0 , 1 , 0 , 25, 0 , 5 , 2 , 4 , 29, 10, 20, 2 , 0 , 0 
 36  : 0 , 0 , 0 , 9 , 4 , 2 , 0 , 0 , 7 , 32, 9 , 0 , 28, 0 , 1 , 18, 12, 0 , 15, 28, 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 9 , 0 , 0 , 0 
 37  : 18, 0 , 1 , 11, 0 , 0 , 0 , 4 , 11, 11, 0 , 0 , 0 , 0 , 0 , 12, 3 , 0 , 11, 0 , 0 , 0 , 0 , 25, 1 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 24, 0 , 0 , 3 , 0 , 0 
 38  : 9 , 0 , 0 , 1 , 1 , 6 , 0 , 0 , 0 , 0 , 27, 0 , 0 , 0 , 16, 0 , 3 , 0 , 0 , 0 , 0 , 19, 2 , 0 , 4 , 2 , 1 , 8 , 8 , 1 , 4 , 12, 1 , 8 , 24, 0 , 6 , 11, 1 , 0 
 39  : 2 , 0 , 28, 0 , 1 , 1 , 27, 13, 0 , 0 , 0 , 12, 0 , 0 , 0 , 0 , 3 , 8 , 6 , 14, 0 , 0 , 5 , 28, 5 , 0 , 0 , 0 , 0 , 1 , 17, 0 , 0 , 3 , 0 , 14, 0 , 12, 2 , 0 
 40  : 0 , 20, 1 , 8 , 0 , 1 , 0 , 7 , 1 , 0 , 0 , 0 , 0 , 7 , 23, 0 , 0 , 0 , 5 , 0 , 0 , 8 , 12, 0 , 3 , 2 , 26, 10, 0 , 15, 37, 0 , 2 , 9 , 0 , 18, 0 , 0 , 0 , 0 


### instance: myTrafic_16_O40_R40.txt
 - load: [175, 174, 175, 175, 175, 175, 174, 174, 175, 175, 173, 175, 174, 175, 175, 175, 175, 175, 174, 173, 175, 174, 176, 173, 174, 173, 175, 176, 174, 173, 176, 175, 174, 175, 174, 174, 175, 174, 175, 176]
 - std: 0.8458041235325207
 - matrix:
 1   : 4 , 5 , 0 , 0 , 20, 4 , 4 , 4 , 4 , 2 , 10, 1 , 0 , 0 , 18, 4 , 1 , 1 , 10, 1 , 0 , 1 , 3 , 0 , 0 , 2 , 0 , 1 , 5 , 9 , 3 , 0 , 0 , 5 , 0 , 22, 11, 2 , 0 , 3 
 2   : 0 , 9 , 4 , 3 , 3 , 0 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 6 , 13, 0 , 1 , 0 , 27, 0 , 6 , 16, 6 , 0 , 7 , 3 , 6 , 1 , 0 , 2 , 0 , 19, 0 , 16, 15, 0 , 2 , 0 , 9 , 3 
 3   : 6 , 16, 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 9 , 0 , 0 , 4 , 1 , 0 , 11, 35, 0 , 2 , 5 , 2 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 1 , 0 , 32, 22, 0 , 0 , 1 , 10, 5 
 4   : 0 , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 19, 0 , 20, 6 , 0 , 3 , 2 , 7 , 0 , 0 , 20, 0 , 28, 1 , 9 , 0 , 0 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 16, 0 , 0 , 0 , 0 , 3 , 0 , 0 
 5   : 4 , 8 , 5 , 16, 0 , 0 , 0 , 0 , 1 , 10, 7 , 15, 0 , 0 , 8 , 18, 0 , 21, 0 , 14, 0 , 13, 0 , 0 , 14, 10, 4 , 0 , 0 , 10, 0 , 0 , 11, 34, 0 , 0 , 9 , 5 , 0 , 21
 6   : 15, 18, 0 , 0 , 0 , 2 , 1 , 19, 4 , 3 , 0 , 16, 0 , 0 , 2 , 0 , 0 , 1 , 0 , 1 , 1 , 2 , 0 , 0 , 0 , 2 , 5 , 0 , 0 , 0 , 0 , 0 , 29, 13, 0 , 0 , 1 , 7 , 0 , 0 
 7   : 0 , 2 , 4 , 4 , 2 , 4 , 0 , 0 , 5 , 0 , 0 , 0 , 13, 1 , 12, 0 , 3 , 0 , 0 , 1 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 11, 2 , 15, 6 , 5 , 5 , 0 , 0 , 0 , 31, 15, 0 , 3 
 8   : 0 , 0 , 0 , 10, 19, 0 , 0 , 0 , 1 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 28, 0 , 6 , 0 , 6 , 2 , 0 , 25, 4 , 4 , 25, 0 , 3 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 3 , 0 , 0 
 9   : 0 , 4 , 0 , 3 , 0 , 1 , 1 , 1 , 9 , 0 , 2 , 0 , 14, 0 , 2 , 0 , 7 , 5 , 0 , 3 , 0 , 4 , 2 , 0 , 0 , 14, 0 , 1 , 0 , 11, 0 , 3 , 0 , 0 , 3 , 13, 2 , 8 , 0 , 11
 10  : 0 , 0 , 21, 8 , 0 , 6 , 3 , 0 , 27, 12, 0 , 0 , 14, 0 , 7 , 0 , 6 , 0 , 0 , 0 , 1 , 10, 1 , 5 , 2 , 16, 3 , 2 , 0 , 7 , 22, 1 , 0 , 11, 1 , 0 , 2 , 2 , 3 , 1 
 11  : 0 , 3 , 28, 0 , 0 , 2 , 5 , 2 , 0 , 7 , 11, 0 , 8 , 18, 0 , 0 , 0 , 16, 0 , 2 , 1 , 0 , 1 , 30, 5 , 2 , 11, 1 , 12, 0 , 0 , 0 , 0 , 0 , 3 , 2 , 13, 23, 21, 0 
 12  : 0 , 0 , 7 , 13, 8 , 14, 4 , 0 , 0 , 1 , 12, 0 , 0 , 5 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 3 , 19, 1 , 2 , 0 , 0 , 2 , 14, 2 , 16, 0 , 0 , 4 , 31, 0 , 0 , 1 , 8 , 0 
 13  : 20, 1 , 0 , 0 , 5 , 0 , 0 , 13, 0 , 0 , 0 , 7 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 16, 20, 1 , 3 , 0 , 2 , 0 , 14, 0 , 4 , 13, 7 , 0 , 5 , 0 , 0 , 10, 3 , 6 , 8 , 0 
 14  : 17, 14, 0 , 2 , 0 , 1 , 4 , 7 , 0 , 9 , 0 , 0 , 6 , 2 , 12, 0 , 1 , 9 , 0 , 6 , 1 , 2 , 0 , 16, 0 , 0 , 1 , 0 , 6 , 20, 29, 6 , 7 , 0 , 0 , 0 , 0 , 1 , 0 , 22
 15  : 0 , 6 , 16, 0 , 18, 16, 0 , 0 , 0 , 0 , 19, 0 , 15, 8 , 2 , 17, 2 , 0 , 0 , 9 , 4 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 2 , 1 , 7 , 31, 4 , 0 , 10, 0 , 0 , 1 , 32, 18
 16  : 3 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 1 , 5 , 0 , 2 , 0 , 3 , 0 , 2 , 0 , 4 , 0 , 20, 0 , 0 , 0 , 14, 0 , 0 , 0 , 5 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 4 
 17  : 0 , 1 , 0 , 0 , 4 , 5 , 0 , 0 , 0 , 2 , 0 , 22, 4 , 22, 0 , 9 , 0 , 4 , 0 , 3 , 0 , 0 , 14, 0 , 0 , 1 , 3 , 4 , 5 , 0 , 2 , 7 , 0 , 10, 0 , 0 , 15, 0 , 0 , 0 
 18  : 0 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 11, 4 , 15, 14, 0 , 0 , 0 , 0 , 1 , 3 , 3 , 1 , 0 , 1 , 0 , 1 , 0 , 0 , 7 , 0 , 2 , 0 , 0 , 0 , 0 , 6 , 3 , 0 , 0 
 19  : 0 , 0 , 17, 9 , 0 , 24, 6 , 18, 14, 18, 0 , 12, 0 , 2 , 13, 25, 0 , 0 , 29, 2 , 0 , 0 , 17, 0 , 0 , 0 , 2 , 7 , 11, 4 , 5 , 6 , 0 , 0 , 0 , 5 , 4 , 4 , 1 , 8 
 20  : 0 , 0 , 5 , 0 , 0 , 2 , 14, 2 , 1 , 0 , 0 , 0 , 0 , 0 , 10, 10, 7 , 0 , 0 , 2 , 0 , 5 , 0 , 1 , 0 , 0 , 0 , 4 , 13, 2 , 7 , 6 , 33, 5 , 0 , 19, 0 , 0 , 0 , 0 
 21  : 9 , 0 , 20, 1 , 18, 0 , 7 , 24, 0 , 0 , 4 , 3 , 2 , 0 , 1 , 0 , 15, 0 , 2 , 0 , 0 , 2 , 9 , 0 , 0 , 13, 29, 0 , 1 , 8 , 7 , 0 , 3 , 0 , 29, 0 , 0 , 2 , 5 , 0 
 22  : 0 , 0 , 0 , 0 , 1 , 0 , 21, 0 , 0 , 17, 0 , 12, 0 , 18, 8 , 0 , 13, 0 , 0 , 0 , 6 , 35, 0 , 4 , 5 , 0 , 19, 1 , 3 , 4 , 4 , 2 , 10, 13, 1 , 0 , 2 , 1 , 0 , 2 
 23  : 1 , 9 , 0 , 0 , 2 , 19, 6 , 0 , 12, 5 , 14, 0 , 13, 1 , 0 , 0 , 1 , 14, 0 , 0 , 20, 9 , 2 , 0 , 0 , 1 , 0 , 1 , 21, 9 , 0 , 0 , 0 , 0 , 0 , 11, 0 , 12, 0 , 5 
 24  : 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 22, 9 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 32, 0 , 5 , 4 , 0 , 0 , 0 , 19, 0 , 4 , 10, 0 , 0 , 3 , 0 , 6 , 0 , 0 , 4 , 5 , 0 , 22, 0 
 25  : 4 , 0 , 0 , 0 , 12, 0 , 5 , 7 , 0 , 1 , 0 , 16, 0 , 0 , 0 , 0 , 0 , 0 , 31, 0 , 3 , 1 , 4 , 0 , 0 , 3 , 11, 0 , 2 , 1 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 
 26  : 0 , 8 , 5 , 6 , 9 , 0 , 1 , 0 , 0 , 3 , 0 , 3 , 0 , 0 , 0 , 3 , 7 , 4 , 14, 0 , 3 , 9 , 23, 0 , 21, 18, 0 , 5 , 4 , 1 , 8 , 1 , 3 , 1 , 6 , 24, 15, 7 , 0 , 5 
 27  : 21, 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 26, 4 , 4 , 0 , 0 , 11, 0 , 10, 0 , 20, 3 , 0 , 0 , 0 , 0 , 12, 1 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 9 , 27, 0 
 28  : 6 , 12, 0 , 0 , 5 , 0 , 0 , 0 , 12, 13, 3 , 0 , 0 , 26, 1 , 5 , 2 , 0 , 0 , 19, 1 , 2 , 5 , 4 , 0 , 1 , 8 , 0 , 9 , 3 , 12, 10, 2 , 7 , 0 , 0 , 0 , 0 , 25, 0 
 29  : 1 , 6 , 0 , 7 , 1 , 0 , 0 , 0 , 0 , 5 , 2 , 1 , 6 , 0 , 0 , 22, 5 , 7 , 0 , 0 , 14, 0 , 0 , 0 , 0 , 0 , 7 , 10, 11, 0 , 0 , 4 , 2 , 2 , 0 , 4 , 4 , 6 , 0 , 0 
 30  : 4 , 0 , 1 , 0 , 17, 0 , 11, 26, 0 , 0 , 0 , 7 , 0 , 0 , 2 , 0 , 37, 5 , 0 , 1 , 0 , 6 , 6 , 25, 5 , 0 , 6 , 0 , 0 , 2 , 0 , 0 , 11, 4 , 0 , 0 , 0 , 2 , 0 , 4 
 31  : 0 , 4 , 0 , 32, 1 , 8 , 27, 0 , 0 , 2 , 15, 3 , 1 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 5 , 13, 17, 6 , 15, 0 , 7 , 6 , 0 , 1 , 18, 1 , 0 , 0 , 0 , 1 , 24, 0 , 0 
 32  : 0 , 1 , 4 , 19, 0 , 13, 0 , 0 , 0 , 0 , 8 , 0 , 0 , 4 , 9 , 3 , 0 , 8 , 0 , 5 , 0 , 0 , 0 , 9 , 18, 20, 4 , 26, 0 , 4 , 0 , 0 , 0 , 2 , 22, 0 , 4 , 1 , 0 , 0 
 33  : 0 , 0 , 9 , 29, 0 , 9 , 0 , 0 , 8 , 3 , 0 , 0 , 0 , 10, 3 , 3 , 0 , 0 , 0 , 0 , 7 , 0 , 10, 0 , 31, 0 , 0 , 4 , 4 , 1 , 0 , 1 , 0 , 0 , 0 , 29, 0 , 9 , 0 , 0 
 34  : 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 6 , 7 , 0 , 4 , 0 , 3 , 0 , 0 , 9 , 0 , 10, 0 , 8 , 0 , 9 , 0 , 11, 1 , 20, 0 , 11, 2 , 0 , 0 , 0 , 0 , 1 , 0 , 0 
 35  : 16, 0 , 11, 0 , 15, 0 , 1 , 0 , 1 , 9 , 0 , 3 , 1 , 7 , 3 , 0 , 12, 0 , 0 , 9 , 3 , 1 , 2 , 0 , 0 , 18, 0 , 1 , 18, 0 , 0 , 17, 4 , 6 , 0 , 0 , 22, 3 , 0 , 15
 36  : 13, 14, 0 , 0 , 7 , 27, 2 , 31, 0 , 2 , 0 , 1 , 10, 0 , 5 , 3 , 0 , 3 , 0 , 0 , 29, 2 , 7 , 1 , 0 , 0 , 0 , 4 , 0 , 14, 0 , 1 , 7 , 0 , 0 , 21, 20, 3 , 0 , 11
 37  : 0 , 3 , 7 , 5 , 0 , 0 , 13, 0 , 2 , 0 , 25, 1 , 0 , 16, 0 , 6 , 0 , 1 , 0 , 1 , 4 , 0 , 6 , 2 , 0 , 18, 4 , 15, 1 , 0 , 0 , 0 , 1 , 5 , 8 , 7 , 0 , 0 , 0 , 0 
 38  : 2 , 0 , 0 , 0 , 4 , 0 , 2 , 0 , 0 , 29, 0 , 0 , 15, 3 , 3 , 22, 0 , 15, 0 , 0 , 0 , 2 , 1 , 0 , 32, 1 , 0 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 11, 0 , 2 , 0 , 0 , 28
 39  : 3 , 24, 4 , 4 , 0 , 18, 25, 20, 16, 2 , 6 , 1 , 3 , 1 , 2 , 0 , 24, 0 , 0 , 33, 0 , 0 , 7 , 11, 0 , 0 , 2 , 10, 6 , 0 , 17, 15, 4 , 2 , 0 , 0 , 0 , 1 , 2 , 6 
 40  : 26, 0 , 0 , 0 , 0 , 0 , 8 , 0 , 11, 0 , 8 , 17, 12, 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 15, 1 , 1 , 20, 7 , 4 , 0 , 4 , 3 , 0 , 4 , 2 , 1 


### instance: myTrafic_17_O40_R40.txt
 - load: [186, 186, 186, 186, 186, 186, 187, 186, 186, 186, 184, 186, 187, 187, 187, 188, 186, 188, 185, 185, 187, 188, 187, 186, 185, 186, 188, 186, 187, 186, 188, 185, 186, 186, 189, 186, 184, 188, 188, 187]
 - std: 1.1297265382746617
 - matrix:
 1   : 0 , 4 , 0 , 4 , 3 , 0 , 22, 0 , 12, 7 , 12, 10, 0 , 0 , 3 , 0 , 21, 0 , 8 , 0 , 0 , 5 , 4 , 0 , 10, 0 , 6 , 17, 0 , 25, 7 , 0 , 0 , 0 , 14, 7 , 0 , 9 , 10, 0 
 2   : 22, 0 , 19, 1 , 0 , 0 , 0 , 10, 2 , 10, 2 , 4 , 0 , 0 , 0 , 0 , 20, 4 , 0 , 2 , 1 , 1 , 0 , 1 , 0 , 30, 0 , 0 , 1 , 1 , 1 , 1 , 2 , 4 , 1 , 11, 16, 5 , 11, 7 
 3   : 11, 1 , 1 , 0 , 15, 1 , 30, 17, 0 , 15, 0 , 0 , 0 , 16, 0 , 1 , 2 , 0 , 2 , 11, 0 , 2 , 0 , 0 , 14, 0 , 3 , 0 , 2 , 7 , 3 , 15, 31, 26, 0 , 0 , 0 , 1 , 4 , 11
 4   : 0 , 0 , 0 , 4 , 4 , 0 , 0 , 5 , 0 , 12, 7 , 0 , 3 , 0 , 0 , 17, 0 , 0 , 0 , 0 , 23, 0 , 2 , 0 , 2 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 17, 3 , 0 , 0 , 0 , 0 , 0 , 0 
 5   : 0 , 0 , 19, 9 , 0 , 3 , 0 , 4 , 15, 3 , 0 , 8 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 10, 23, 7 , 29, 15, 14, 5 , 0 , 2 , 0 , 0 , 0 , 0 , 11, 0 , 5 , 0 , 7 , 0 , 0 , 2 
 6   : 0 , 0 , 0 , 13, 1 , 8 , 0 , 1 , 1 , 0 , 0 , 0 , 1 , 8 , 0 , 0 , 3 , 8 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 19, 13, 0 , 16, 0 , 12, 0 , 0 , 13, 0 , 5 , 0 , 0 , 3 
 7   : 0 , 5 , 0 , 1 , 19, 5 , 0 , 11, 0 , 16, 36, 3 , 15, 0 , 0 , 2 , 0 , 28, 19, 2 , 1 , 19, 1 , 0 , 5 , 0 , 8 , 7 , 27, 0 , 2 , 0 , 0 , 0 , 15, 1 , 18, 29, 1 , 0 
 8   : 1 , 0 , 7 , 0 , 0 , 0 , 0 , 4 , 0 , 6 , 15, 0 , 0 , 11, 14, 0 , 3 , 0 , 14, 0 , 0 , 0 , 4 , 7 , 0 , 0 , 1 , 1 , 3 , 0 , 6 , 13, 0 , 5 , 11, 1 , 0 , 0 , 0 , 2 
 9   : 2 , 6 , 3 , 0 , 1 , 0 , 3 , 10, 0 , 0 , 12, 6 , 8 , 0 , 0 , 5 , 6 , 0 , 6 , 0 , 28, 0 , 20, 6 , 2 , 0 , 2 , 0 , 0 , 1 , 0 , 12, 7 , 14, 0 , 7 , 9 , 10, 34, 9 
