### instance: myTrafic_1_O80_R80.txt
 18  : 0 , 1 , 1 , 27, 29, 6 , 23, 0 , 16, 4 , 8 , 21, 0 , 3 , 15, 0 , 14, 0 , 0 , 10, 0 , 0 , 3 , 0 , 22, 1 , 0 , 0 , 15, 2 , 0 , 15, 0 , 20, 0 , 0 , 13, 4 , 25, 0 , 5 , 12, 24, 0 , 0 , 0 , 14, 0 , 0 , 0 , 4 , 0 , 4 , 0 , 7 , 1 , 0 , 18, 0 , 0 , 26, 6 , 0 , 0 , 21, 2 , 3 , 9 , 4 , 4 , 1 , 1 , 3 , 2 , 0 , 0 , 11, 0 , 7 , 8 
 19  : 11, 1 , 0 , 0 , 0 , 1 , 2 , 24, 2 , 3 , 0 , 3 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 2 , 0 , 4 , 2 , 0 , 32, 0 , 0 , 0 , 1 , 21, 0 , 0 , 0 , 0 , 4 , 2 , 7 , 0 , 0 , 9 , 0 , 8 , 0 , 5 , 5 , 3 , 0 , 15, 1 , 0 , 28, 0 , 9 , 0 , 0 , 2 , 6 , 11, 22, 0 , 0 , 0 , 4 , 0 , 0 , 7 , 0 , 0 , 0 , 9 , 0 , 19, 3 , 4 , 13, 3 , 0 , 0 , 26, 0 
 20  : 0 , 0 , 9 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 1 , 1 , 0 , 1 , 0 , 0 , 9 , 0 , 1 , 19, 1 , 0 , 9 , 1 , 22, 22, 19, 22, 0 , 0 , 0 , 19, 2 , 0 , 0 , 0 , 1 , 0 , 0 , 6 , 0 , 3 , 6 , 1 , 0 , 17, 0 , 0 , 0 , 0 , 0 , 0 , 14, 2 , 1 , 0 , 0 , 0 , 0 , 16, 2 , 4 , 0 , 2 , 1 , 0 , 4 , 4 , 8 , 0 , 0 , 0 , 3 , 0 , 0 , 2 , 0 
 21  : 23, 13, 5 , 2 , 0 , 4 , 3 , 15, 0 , 0 , 23, 0 , 0 , 20, 5 , 3 , 24, 0 , 0 , 0 , 11, 0 , 16, 5 , 0 , 0 , 13, 5 , 0 , 4 , 4 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 1 , 0 , 0 , 5 , 11, 0 , 9 , 0 , 11, 0 , 0 , 1 , 0 , 0 , 1 , 0 , 19, 5 , 0 , 6 , 0 , 0 , 6 , 0 , 16, 0 , 0 , 0 , 8 , 12, 0 , 2 , 28, 34, 0 , 1 , 27, 2 , 0 , 9 , 29
 22  : 6 , 9 , 14, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 18, 1 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 10, 0 , 4 , 1 , 6 , 0 , 0 , 1 , 21, 0 , 2 , 3 , 0 , 17, 1 , 0 , 0 , 0 , 0 , 11, 0 , 0 , 0 , 0 , 6 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12, 3 , 0 , 0 , 0 , 0 
 23  : 0 , 0 , 0 , 5 , 4 , 9 , 0 , 12, 0 , 6 , 13, 0 , 2 , 0 , 0 , 0 , 10, 6 , 13, 0 , 2 , 0 , 13, 2 , 12, 2 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 17, 9 , 2 , 6 , 13, 6 , 18, 2 , 0 , 4 , 0 , 0 , 2 , 0 , 0 , 0 , 29, 0 , 4 , 0 , 1 , 4 , 0 , 2 , 1 , 27, 14, 0 , 18, 0 , 6 , 0 , 1 , 5 , 0 , 0 , 6 , 3 , 0 , 0 , 6 , 0 
 24  : 0 , 5 , 2 , 0 , 17, 8 , 20, 0 , 3 , 3 , 26, 0 , 0 , 0 , 5 , 14, 16, 27, 2 , 0 , 9 , 0 , 0 , 11, 0 , 26, 2 , 0 , 15, 6 , 0 , 4 , 0 , 15, 0 , 0 , 1 , 13, 0 , 2 , 2 , 0 , 0 , 2 , 1 , 0 , 10, 10, 7 , 0 , 6 , 0 , 3 , 0 , 20, 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 8 , 29, 0 , 0 , 1 , 0 , 5 , 0 , 19, 0 , 10, 7 , 11, 0 , 15, 0 
 25  : 0 , 0 , 0 , 0 , 0 , 24, 1 , 0 , 0 , 0 , 11, 0 , 0 , 3 , 0 , 0 , 3 , 6 , 0 , 5 , 0 , 0 , 2 , 0 , 0 , 0 , 17, 0 , 1 , 4 , 2 , 0 , 3 , 2 , 0 , 2 , 2 , 3 , 0 , 0 , 0 , 0 , 3 , 5 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 29, 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 26  : 11, 9 , 0 , 6 , 0 , 5 , 4 , 0 , 3 , 6 , 0 , 20, 0 , 0 , 9 , 0 , 27, 0 , 0 , 3 , 0 , 0 , 0 , 2 , 8 , 11, 15, 0 , 0 , 0 , 5 , 1 , 31, 0 , 0 , 11, 14, 5 , 11, 1 , 0 , 5 , 0 , 4 , 4 , 0 , 0 , 2 , 0 , 17, 0 , 0 , 3 , 23, 11, 14, 2 , 0 , 7 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 2 , 0 , 2 , 0 , 0 , 26, 4 , 0 , 16, 2 
 27  : 0 , 0 , 0 , 0 , 9 , 6 , 5 , 4 , 1 , 16, 29, 1 , 4 , 17, 4 , 9 , 17, 0 , 19, 0 , 24, 0 , 3 , 7 , 1 , 0 , 0 , 19, 7 , 5 , 18, 0 , 0 , 0 , 36, 0 , 0 , 4 , 18, 0 , 25, 2 , 0 , 2 , 17, 1 , 8 , 0 , 0 , 0 , 5 , 0 , 0 , 7 , 13, 0 , 4 , 9 , 0 , 4 , 14, 1 , 25, 22, 0 , 0 , 0 , 4 , 3 , 2 , 3 , 2 , 9 , 3 , 7 , 20, 13, 3 , 0 , 1 
 28  : 23, 1 , 0 , 0 , 0 , 0 , 10, 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 17, 0 , 0 , 0 , 0 , 0 , 4 , 13, 1 , 3 , 0 , 0 , 17, 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 17, 7 , 0 , 0 , 0 , 2 , 0 , 16, 1 , 0 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 27, 0 , 0 , 23, 12, 0 , 0 , 0 , 0 , 0 , 26, 6 , 0 , 0 , 1 , 0 
 29  : 7 , 0 , 0 , 1 , 0 , 6 , 1 , 0 , 3 , 0 , 0 , 2 , 11, 1 , 0 , 9 , 4 , 0 , 0 , 1 , 25, 16, 0 , 0 , 0 , 19, 0 , 8 , 2 , 7 , 14, 0 , 0 , 16, 0 , 7 , 0 , 4 , 1 , 11, 11, 5 , 0 , 0 , 1 , 7 , 2 , 0 , 7 , 0 , 0 , 0 , 6 , 0 , 28, 12, 10, 0 , 0 , 0 , 26, 18, 4 , 2 , 10, 6 , 0 , 11, 0 , 0 , 6 , 0 , 1 , 13, 13, 0 , 0 , 0 , 0 , 17
 30  : 0 , 5 , 14, 5 , 9 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 14, 0 , 0 , 3 , 2 , 0 , 7 , 0 , 12, 0 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 7 , 0 , 0 , 2 , 0 , 0 , 0 , 3 , 19, 0 , 0 , 14, 12, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 8 , 1 , 0 , 2 , 0 , 0 , 4 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 0 
 31  : 0 , 2 , 1 , 0 , 0 , 7 , 0 , 0 , 11, 8 , 0 , 0 , 0 , 5 , 3 , 0 , 1 , 0 , 0 , 8 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 14, 0 , 0 , 5 , 0 , 0 , 8 , 18, 1 , 0 , 0 , 0 , 5 , 0 , 1 , 5 , 0 , 11, 4 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 17, 0 , 3 , 0 , 18, 9 , 23, 11, 13, 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 9 , 0 , 9 , 0 , 2 , 0 , 4 , 0 , 4 , 12
 32  : 5 , 12, 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 9 , 2 , 0 , 6 , 28, 4 , 0 , 11, 2 , 9 , 2 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 19, 7 , 0 , 9 , 3 , 0 , 1 , 0 , 6 , 1 , 0 , 0 , 30, 4 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 9 , 0 , 0 , 6 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 11, 0 , 6 , 0 , 3 , 28, 2 , 0 , 8 , 0 , 4 , 20, 7 , 8 
 33  : 5 , 0 , 3 , 4 , 0 , 25, 0 , 14, 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 4 , 1 , 0 , 5 , 16, 0 , 0 , 28, 0 , 1 , 8 , 13, 2 , 0 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 3 , 14, 20, 0 , 8 , 0 , 0 , 2 , 11, 1 , 0 , 0 , 2 , 20, 1 , 0 , 0 , 0 , 0 , 8 , 4 , 0 , 0 , 18, 0 , 0 , 20, 0 , 4 , 5 , 4 , 1 , 35, 1 , 2 , 2 , 5 , 0 , 3 , 0 , 0 , 11
 34  : 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13, 0 , 5 , 10, 19, 1 , 0 , 10, 0 , 0 , 0 , 0 , 4 , 5 , 4 , 0 , 13, 0 , 0 , 2 , 0 , 17, 2 , 0 , 0 , 0 , 17, 0 , 0 , 7 , 18, 13, 15, 0 , 0 , 0 , 0 , 1 , 3 , 2 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 14, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 20, 0 , 17, 28
 35  : 0 , 0 , 9 , 2 , 27, 0 , 0 , 0 , 11, 2 , 0 , 7 , 25, 0 , 3 , 0 , 0 , 2 , 27, 16, 0 , 30, 0 , 3 , 0 , 0 , 0 , 1 , 11, 2 , 0 , 9 , 0 , 0 , 0 , 1 , 0 , 3 , 0 , 0 , 0 , 3 , 2 , 0 , 0 , 2 , 12, 0 , 8 , 0 , 13, 17, 0 , 0 , 0 , 9 , 21, 0 , 0 , 2 , 0 , 0 , 16, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 3 , 0 , 0 , 0 , 0 , 7 , 6 , 2 , 3 
 36  : 20, 6 , 29, 12, 0 , 0 , 7 , 0 , 4 , 0 , 0 , 0 , 0 , 2 , 25, 1 , 2 , 0 , 0 , 0 , 3 , 0 , 23, 8 , 0 , 0 , 12, 13, 3 , 1 , 36, 0 , 0 , 1 , 0 , 0 , 0 , 0 , 21, 14, 22, 2 , 0 , 0 , 0 , 0 , 11, 0 , 2 , 9 , 10, 7 , 0 , 30, 2 , 0 , 0 , 1 , 1 , 0 , 6 , 2 , 8 , 6 , 3 , 7 , 15, 0 , 10, 0 , 10, 3 , 0 , 3 , 2 , 0 , 9 , 0 , 0 , 0 
 37  : 0 , 5 , 3 , 13, 0 , 7 , 0 , 11, 0 , 7 , 0 , 15, 10, 1 , 25, 11, 0 , 0 , 0 , 14, 2 , 0 , 1 , 13, 0 , 0 , 2 , 0 , 18, 4 , 2 , 1 , 1 , 0 , 5 , 0 , 6 , 15, 0 , 0 , 0 , 3 , 0 , 15, 23, 0 , 3 , 2 , 0 , 3 , 0 , 7 , 1 , 0 , 1 , 2 , 3 , 0 , 8 , 24, 25, 13, 2 , 5 , 0 , 1 , 0 , 0 , 5 , 5 , 0 , 11, 0 , 22, 0 , 0 , 0 , 0 , 0 , 1 
 38  : 0 , 6 , 0 , 10, 0 , 8 , 6 , 24, 0 , 0 , 0 , 0 , 4 , 0 , 1 , 19, 0 , 0 , 9 , 0 , 0 , 6 , 4 , 0 , 0 , 0 , 0 , 0 , 15, 0 , 0 , 0 , 8 , 0 , 0 , 7 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 3 , 18, 6 , 0 , 22, 5 , 0 , 0 , 2 , 0 , 0 , 4 , 0 , 19, 7 , 0 , 13, 1 , 0 , 7 , 0 , 0 , 0 , 21, 0 , 0 , 9 , 1 , 0 , 0 , 0 , 0 , 2 , 1 , 0 
 39  : 1 , 0 , 1 , 5 , 9 , 0 , 0 , 1 , 0 , 0 , 3 , 4 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 8 , 17, 2 , 0 , 4 , 18, 5 , 0 , 3 , 0 , 5 , 1 , 2 , 27, 0 , 9 , 0 , 0 , 2 , 6 , 0 , 14, 3 , 8 , 0 , 0 , 1 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 18, 15, 0 , 0 , 20, 15, 0 , 25, 6 , 0 , 0 , 4 , 0 , 0 , 0 , 25, 4 , 0 , 6 , 0 , 4 
 40  : 0 , 2 , 9 , 9 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 20, 0 , 14, 14, 0 , 0 , 4 , 7 , 6 , 0 , 6 , 0 , 5 , 1 , 1 , 0 , 0 , 0 , 12, 0 , 1 , 0 , 0 , 22, 0 , 0 , 0 , 2 , 28, 0 , 5 , 0 , 0 , 0 , 3 , 0 , 5 , 0 , 7 , 0 , 2 , 0 , 24, 7 , 0 , 0 , 3 , 2 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 1 , 0 , 8 , 0 , 9 , 1 , 0 , 11, 0 , 0 
 41  : 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 12, 24, 4 , 0 , 1 , 0 , 0 , 12, 0 , 15, 0 , 0 , 12, 6 , 5 , 1 , 0 , 0 , 0 , 24, 0 , 0 , 0 , 3 , 0 , 0 , 6 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 13, 10, 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 4 , 0 , 16, 0 , 0 , 2 , 20, 0 , 0 , 12, 0 , 2 , 1 , 0 , 9 , 0 , 9 
 42  : 1 , 0 , 3 , 1 , 0 , 3 , 1 , 8 , 1 , 5 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 5 , 0 , 1 , 1 , 0 , 19, 0 , 0 , 1 , 0 , 14, 0 , 7 , 1 , 22, 2 , 0 , 5 , 6 , 2 , 15, 0 , 20, 0 , 18, 3 , 7 , 0 , 0 , 0 , 12, 5 , 0 , 14, 2 , 0 , 1 , 0 , 1 , 0 , 0 , 2 , 4 , 22, 1 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 1 , 18, 16, 29, 8 , 0 , 0 
 43  : 7 , 8 , 2 , 7 , 5 , 1 , 4 , 3 , 0 , 0 , 4 , 10, 4 , 2 , 3 , 0 , 3 , 7 , 0 , 0 , 12, 5 , 0 , 0 , 25, 0 , 0 , 27, 0 , 4 , 4 , 26, 0 , 13, 0 , 0 , 8 , 0 , 36, 0 , 3 , 1 , 0 , 0 , 0 , 3 , 27, 17, 1 , 23, 0 , 0 , 0 , 0 , 19, 30, 31, 0 , 0 , 17, 18, 0 , 3 , 0 , 1 , 15, 25, 0 , 5 , 0 , 0 , 5 , 0 , 0 , 0 , 3 , 0 , 15, 0 , 0 
 44  : 0 , 13, 5 , 6 , 5 , 0 , 9 , 8 , 11, 0 , 0 , 0 , 0 , 0 , 10, 21, 0 , 0 , 9 , 6 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 15, 6 , 0 , 8 , 0 , 10, 0 , 5 , 0 , 30, 14, 0 , 0 , 21, 2 , 13, 2 , 0 , 0 , 0 , 0 , 4 , 8 , 0 , 2 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 2 , 5 , 0 , 4 , 1 , 0 , 3 , 8 , 1 , 0 , 0 , 0 
 45  : 1 , 1 , 28, 0 , 3 , 1 , 6 , 1 , 7 , 2 , 19, 0 , 1 , 0 , 0 , 2 , 8 , 0 , 1 , 12, 3 , 15, 0 , 7 , 4 , 9 , 0 , 2 , 0 , 20, 10, 0 , 0 , 0 , 3 , 21, 0 , 0 , 4 , 1 , 8 , 0 , 6 , 0 , 5 , 0 , 7 , 0 , 4 , 3 , 0 , 23, 0 , 0 , 0 , 0 , 11, 0 , 1 , 17, 4 , 18, 11, 13, 3 , 5 , 0 , 1 , 0 , 5 , 1 , 4 , 8 , 2 , 9 , 0 , 19, 0 , 3 , 25
 46  : 0 , 0 , 0 , 4 , 0 , 0 , 14, 0 , 0 , 1 , 0 , 9 , 0 , 9 , 16, 0 , 0 , 1 , 0 , 0 , 2 , 0 , 8 , 0 , 0 , 3 , 22, 21, 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 10, 6 , 0 , 6 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 4 , 0 , 11, 2 , 1 , 8 , 0 , 0 , 1 , 0 , 3 , 5 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 6 , 18, 0 
 47  : 0 , 5 , 3 , 20, 2 , 1 , 0 , 0 , 0 , 1 , 0 , 2 , 3 , 1 , 1 , 1 , 4 , 2 , 0 , 0 , 10, 2 , 2 , 2 , 31, 0 , 3 , 22, 0 , 12, 10, 3 , 0 , 11, 0 , 13, 9 , 10, 0 , 3 , 6 , 2 , 9 , 3 , 0 , 1 , 14, 14, 0 , 26, 0 , 0 , 29, 2 , 1 , 9 , 2 , 31, 3 , 3 , 0 , 3 , 3 , 0 , 3 , 0 , 17, 0 , 9 , 0 , 0 , 20, 1 , 2 , 27, 4 , 19, 5 , 0 , 0 
 48  : 0 , 5 , 0 , 13, 0 , 0 , 2 , 0 , 1 , 0 , 9 , 12, 4 , 1 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 3 , 3 , 0 , 10, 12, 0 , 13, 7 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 9 , 0 , 2 , 0 , 0 , 17, 0 , 2 , 0 , 3 , 6 , 0 , 10, 0 , 4 , 0 , 1 , 1 , 4 , 7 , 21, 0 , 0 , 0 , 0 , 27, 9 , 6 , 13, 0 , 0 , 2 , 0 , 1 , 0 , 9 , 3 , 0 , 15, 0 , 0 
 49  : 26, 7 , 2 , 0 , 25, 20, 0 , 0 , 7 , 6 , 0 , 7 , 3 , 10, 0 , 1 , 0 , 0 , 2 , 0 , 4 , 0 , 0 , 3 , 0 , 0 , 7 , 3 , 0 , 3 , 0 , 0 , 5 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 4 , 4 , 13, 2 , 1 , 0 , 0 , 3 , 0 , 2 , 0 , 0 , 10, 5 , 0 , 16, 5 , 26, 0 , 1 , 8 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 15, 5 , 1 , 1 , 0 , 1 , 0 , 4 
 50  : 0 , 18, 4 , 0 , 0 , 0 , 10, 0 , 1 , 0 , 19, 16, 0 , 0 , 9 , 3 , 0 , 0 , 14, 7 , 0 , 0 , 0 , 6 , 0 , 0 , 1 , 0 , 8 , 5 , 15, 0 , 0 , 18, 0 , 0 , 25, 0 , 0 , 0 , 0 , 0 , 5 , 0 , 6 , 0 , 0 , 9 , 0 , 0 , 6 , 0 , 0 , 0 , 3 , 0 , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 15, 0 , 7 , 12, 0 , 0 , 0 , 0 , 0 , 3 , 1 , 0 , 0 
 51  : 0 , 0 , 0 , 3 , 0 , 3 , 0 , 1 , 12, 13, 0 , 4 , 0 , 0 , 5 , 29, 0 , 2 , 0 , 25, 1 , 5 , 0 , 21, 0 , 3 , 0 , 0 , 1 , 3 , 6 , 24, 32, 0 , 0 , 1 , 0 , 0 , 0 , 0 , 5 , 0 , 10, 0 , 5 , 2 , 0 , 11, 13, 0 , 0 , 3 , 1 , 9 , 0 , 7 , 1 , 9 , 0 , 21, 5 , 0 , 3 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 14, 13, 11, 0 , 20, 4 , 3 , 0 , 4 , 0 
 52  : 0 , 6 , 0 , 0 , 0 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , 21, 5 , 0 , 9 , 9 , 5 , 3 , 0 , 8 , 0 , 3 , 3 , 1 , 8 , 5 , 5 , 21, 18, 3 , 0 , 0 , 4 , 2 , 0 , 10, 19, 0 , 4 , 0 , 4 , 5 , 0 , 6 , 11, 18, 0 , 0 , 0 , 0 , 10, 32, 0 , 0 , 0 , 0 , 0 , 18, 0 , 0 , 0 , 0 , 1 , 0 , 3 , 0 , 16, 1 , 18, 18, 0 , 4 , 27, 0 , 0 , 2 , 0 , 2 , 1 
 53  : 8 , 2 , 6 , 1 , 3 , 3 , 0 , 32, 2 , 0 , 8 , 0 , 3 , 0 , 8 , 0 , 0 , 0 , 3 , 5 , 0 , 20, 0 , 1 , 0 , 0 , 7 , 0 , 4 , 2 , 0 , 0 , 1 , 0 , 0 , 1 , 2 , 2 , 9 , 0 , 15, 0 , 0 , 8 , 2 , 0 , 2 , 0 , 15, 4 , 0 , 1 , 0 , 0 , 0 , 10, 0 , 1 , 0 , 0 , 5 , 9 , 0 , 4 , 2 , 11, 0 , 0 , 23, 0 , 0 , 0 , 17, 0 , 11, 3 , 3 , 30, 2 , 2 
 54  : 0 , 9 , 0 , 32, 3 , 8 , 0 , 7 , 0 , 0 , 17, 6 , 27, 0 , 3 , 0 , 11, 8 , 2 , 1 , 2 , 18, 0 , 5 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 21, 5 , 5 , 1 , 0 , 0 , 8 , 0 , 14, 0 , 0 , 14, 0 , 0 , 0 , 0 , 10, 16, 3 , 0 , 0 , 0 , 4 , 16, 4 , 0 , 6 , 0 , 3 , 0 , 21, 0 , 0 , 15, 15, 0 , 3 , 0 , 39, 6 , 16, 0 , 0 , 0 , 0 , 0 , 0 , 4 , 20
 55  : 2 , 5 , 6 , 0 , 1 , 2 , 0 , 0 , 16, 1 , 0 , 7 , 24, 21, 26, 12, 1 , 6 , 23, 0 , 3 , 7 , 1 , 13, 0 , 15, 0 , 13, 0 , 1 , 18, 1 , 6 , 0 , 6 , 6 , 0 , 0 , 1 , 0 , 17, 0 , 0 , 3 , 1 , 11, 6 , 0 , 0 , 0 , 11, 7 , 15, 8 , 31, 6 , 0 , 0 , 0 , 4 , 5 , 1 , 12, 12, 4 , 22, 0 , 13, 16, 0 , 3 , 0 , 1 , 6 , 4 , 1 , 1 , 2 , 0 , 5 
 56  : 0 , 0 , 7 , 2 , 0 , 5 , 0 , 5 , 0 , 4 , 18, 2 , 18, 2 , 1 , 0 , 0 , 0 , 2 , 2 , 3 , 9 , 3 , 1 , 4 , 1 , 1 , 8 , 3 , 0 , 13, 0 , 24, 0 , 0 , 0 , 0 , 2 , 2 , 6 , 0 , 34, 0 , 12, 4 , 2 , 18, 0 , 24, 0 , 12, 12, 0 , 3 , 9 , 9 , 12, 0 , 0 , 6 , 0 , 0 , 6 , 0 , 0 , 13, 12, 17, 26, 6 , 0 , 0 , 0 , 2 , 0 , 4 , 18, 0 , 0 , 0 
 57  : 0 , 0 , 17, 1 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 12, 0 , 29, 0 , 0 , 4 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 6 , 0 , 6 , 0 , 0 , 5 , 24, 0 , 9 , 0 , 0 , 4 , 0 , 0 , 4 , 7 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 58  : 0 , 4 , 0 , 2 , 0 , 2 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 7 , 0 , 0 , 14, 21, 14, 0 , 0 , 0 , 1 , 10, 23, 0 , 17, 0 , 8 , 24, 3 , 0 , 0 , 0 , 0 , 15, 0 , 0 , 0 , 17, 0 , 0 , 0 , 11, 3 , 13, 0 , 0 , 1 , 0 , 10, 27, 2 , 3 , 1 , 0 , 3 , 13, 16, 0 , 1 , 6 , 0 , 7 , 2 , 12, 0 , 1 , 4 , 19, 0 , 16, 1 , 13, 4 , 0 , 0 , 18, 12, 21
 59  : 8 , 4 , 10, 0 , 5 , 2 , 8 , 7 , 1 , 12, 3 , 2 , 2 , 16, 0 , 0 , 7 , 8 , 6 , 0 , 5 , 0 , 1 , 5 , 5 , 0 , 22, 15, 0 , 3 , 17, 0 , 0 , 1 , 0 , 0 , 0 , 10, 0 , 35, 0 , 0 , 9 , 4 , 2 , 8 , 0 , 16, 33, 1 , 8 , 8 , 6 , 0 , 19, 8 , 20, 5 , 17, 7 , 0 , 1 , 2 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 11, 4 , 12, 28, 2 , 0 , 6 , 8 , 0 , 3 
 60  : 0 , 0 , 0 , 3 , 0 , 4 , 2 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 6 , 4 , 0 , 0 , 13, 0 , 0 , 0 , 0 , 0 , 2 , 0 , 7 , 0 , 0 , 0 , 27, 0 , 3 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 7 , 3 , 0 , 2 , 0 , 0 , 0 , 10, 0 , 0 , 0 , 15, 3 , 0 , 0 , 13, 0 , 0 , 0 , 16, 5 , 0 , 2 , 0 , 20, 0 , 0 , 0 , 0 , 16, 0 , 0 , 28, 0 , 0 , 0 , 0 , 0 , 0 
 61  : 14, 0 , 10, 1 , 3 , 3 , 4 , 0 , 14, 0 , 0 , 1 , 31, 0 , 5 , 0 , 0 , 0 , 0 , 25, 23, 22, 6 , 0 , 0 , 6 , 0 , 4 , 0 , 0 , 1 , 17, 0 , 1 , 18, 1 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 20, 0 , 0 , 0 , 16, 0 , 0 , 8 , 20, 0 , 0 , 19, 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16, 0 , 2 , 1 , 5 , 1 , 0 , 10, 6 , 34, 0 , 2 
